Line,Temp,Sex,Code,Ind,CsizeScaled,Pop,Elevation,Lat,Lon
GA145,24C,F,42710,3,4.537454615,GA,332,-1.65,13.6
GA145,24C,F,42710,5,4.810693912,GA,332,-1.65,13.6
GA145,24C,F,42710,sp,4.454832572,GA,332,-1.65,13.6
GA145,24C,M,32410,1,4.326794589,GA,332,-1.65,13.6
GA145,24C,M,32410,2,4.397129006,GA,332,-1.65,13.6
GA145,24C,M,32410,3,4.10602701,GA,332,-1.65,13.6
GA145,24C,M,32410,4,4.218073504,GA,332,-1.65,13.6
GA145,24C,M,32410,5,4.046314173,GA,332,-1.65,13.6
GA191,24C,F,42810,1,3.969246188,GA,332,-1.65,13.6
GA191,24C,F,42810,3,4.077171781,GA,332,-1.65,13.6
GA191,24C,F,42810,4,4.151158957,GA,332,-1.65,13.6
GA191,24C,F,42810,5,3.682932929,GA,332,-1.65,13.6
GA191,24C,M,32610,1,3.576589835,GA,332,-1.65,13.6
GA191,24C,M,32610,2,3.47429116,GA,332,-1.65,13.6
GA191,24C,M,32610,3,3.658635588,GA,332,-1.65,13.6
GA191,24C,M,32610,4,3.52155823,GA,332,-1.65,13.6
GA191,24C,M,32610,5,3.759368418,GA,332,-1.65,13.6
KO2,24C,F,42710,1,4.554917747,KO,2506,-0.25,35.73
KO2,24C,F,42710,2,4.452802439,KO,2506,-0.25,35.73
KO2,24C,F,42710,3,4.882916018,KO,2506,-0.25,35.73
KO2,24C,F,42710,4,4.640730567,KO,2506,-0.25,35.73
KO2,24C,F,42710,5,4.755683852,KO,2506,-0.25,35.73
KO3,24C,F,42710,1,4.140301202,KO,2506,-0.25,35.73
KO3,24C,F,42710,2,4.069723391,KO,2506,-0.25,35.73
KO3,24C,F,42710,3,4.527187419,KO,2506,-0.25,35.73
KO3,24C,F,42710,4,4.48818649,KO,2506,-0.25,35.73
KO3,24C,F,42710,5,4.715274022,KO,2506,-0.25,35.73
KO4,24C,F,42710,1,4.039417815,KO,2506,-0.25,35.73
KO4,24C,F,42710,2,4.768399235,KO,2506,-0.25,35.73
KO4,24C,F,42710,3,4.732162774,KO,2506,-0.25,35.73
KO4,24C,F,42710,4,4.895475334,KO,2506,-0.25,35.73
KO4,24C,F,42710,5,4.41876144,KO,2506,-0.25,35.73
KO5,24C,F,42710,1,4.340919107,KO,2506,-0.25,35.73
KO5,24C,F,42710,2,4.242667456,KO,2506,-0.25,35.73
KO5,24C,F,42710,3,4.588326831,KO,2506,-0.25,35.73
KO5,24C,F,42710,4,4.233573418,KO,2506,-0.25,35.73
KO5,24C,F,42710,5,4.424769587,KO,2506,-0.25,35.73
KO6,24C,F,42710,1,4.330338279,KO,2506,-0.25,35.73
KO6,24C,F,42710,2,3.921754946,KO,2506,-0.25,35.73
KO6,24C,F,42710,3,4.43714321,KO,2506,-0.25,35.73
KO6,24C,F,42710,4,4.422864081,KO,2506,-0.25,35.73
KO6,24C,F,42710,5,4.437561004,KO,2506,-0.25,35.73
KO2,24C,M,22210,1,4.071805829,KO,2506,-0.25,35.73
KO2,24C,M,22210,2,4.196262359,KO,2506,-0.25,35.73
KO2,24C,M,22210,3,4.115199298,KO,2506,-0.25,35.73
KO2,24C,M,22210,4,4.192727599,KO,2506,-0.25,35.73
KO2,24C,M,22210,5,3.817270393,KO,2506,-0.25,35.73
KO2,24C,M,41910,1,4.101350607,KO,2506,-0.25,35.73
KO2,24C,M,41910,2,4.234726554,KO,2506,-0.25,35.73
KO2,24C,M,41910,3,4.152569922,KO,2506,-0.25,35.73
KO2,24C,M,41910,4,4.219729025,KO,2506,-0.25,35.73
KO2,24C,M,41910,5,3.837086224,KO,2506,-0.25,35.73
KO3,24C,M,32410,2,3.650274409,KO,2506,-0.25,35.73
KO3,24C,M,32410,4,3.825115569,KO,2506,-0.25,35.73
KO3,24C,M,32410,5,3.968822603,KO,2506,-0.25,35.73
KO4,24C,M,32410,2,4.093083485,KO,2506,-0.25,35.73
KO4,24C,M,32410,3,4.101204003,KO,2506,-0.25,35.73
KO4,24C,M,32410,4,3.965861236,KO,2506,-0.25,35.73
KO4,24C,M,32410,5,4.29740519,KO,2506,-0.25,35.73
KO5,24C,M,32410,1,3.783428274,KO,2506,-0.25,35.73
KO5,24C,M,32410,2,3.930267706,KO,2506,-0.25,35.73
KO5,24C,M,32410,3,3.912014781,KO,2506,-0.25,35.73
KO5,24C,M,32410,4,4.078976586,KO,2506,-0.25,35.73
KO5,24C,M,32410,5,3.942006998,KO,2506,-0.25,35.73
KO6,24C,M,32410,1,3.735639768,KO,2506,-0.25,35.73
KO6,24C,M,32410,2,3.821203167,KO,2506,-0.25,35.73
KO6,24C,M,32410,3,3.737741563,KO,2506,-0.25,35.73
KO6,24C,M,32410,4,3.747604065,KO,2506,-0.25,35.73
KO6,24C,M,32410,5,3.700508709,KO,2506,-0.25,35.73
MW11,24C,F,42910,1,4.133985608,MW,690,-15.62,34.52
MW11,24C,F,42910,2,4.095653227,MW,690,-15.62,34.52
MW11,24C,F,42910,3,4.113468614,MW,690,-15.62,34.52
MW11,24C,F,42910,4,3.855717396,MW,690,-15.62,34.52
MW11,24C,F,42910,5,4.06854208,MW,690,-15.62,34.52
MW28,24C,F,42910,1,4.518802116,MW,690,-15.62,34.52
MW28,24C,F,42910,2,4.335750173,MW,690,-15.62,34.52
MW28,24C,F,42910,3,4.534218835,MW,690,-15.62,34.52
MW28,24C,F,42910,4,3.988470645,MW,690,-15.62,34.52
MW28,24C,F,42910,5,3.764678425,MW,690,-15.62,34.52
MW38,24C,F,42910,1,3.968198537,MW,690,-15.62,34.52
MW38,24C,F,42910,2,4.44989207,MW,690,-15.62,34.52
MW38,24C,F,42910,3,4.36683034,MW,690,-15.62,34.52
MW38,24C,F,42910,4,4.132834982,MW,690,-15.62,34.52
MW38,24C,F,42910,5,4.232359769,MW,690,-15.62,34.52
MW56,24C,F,42910,1,4.677659119,MW,690,-15.62,34.52
MW56,24C,F,42910,2,4.524121647,MW,690,-15.62,34.52
MW56,24C,F,42910,3,4.824611653,MW,690,-15.62,34.52
MW56,24C,F,42910,4,4.743118319,MW,690,-15.62,34.52
MW56,24C,F,42910,5,4.649963623,MW,690,-15.62,34.52
MW63,24C,F,42910,1,4.424523898,MW,690,-15.62,34.52
MW63,24C,F,42910,2,4.420564472,MW,690,-15.62,34.52
MW63,24C,F,42910,3,4.471162423,MW,690,-15.62,34.52
MW63,24C,F,42910,4,4.388533219,MW,690,-15.62,34.52
MW63,24C,F,42910,5,4.665071046,MW,690,-15.62,34.52
MW11,24C,M,32810,1,3.214551346,MW,690,-15.62,34.52
MW11,24C,M,32810,2,3.288239105,MW,690,-15.62,34.52
MW11,24C,M,32810,3,3.551162005,MW,690,-15.62,34.52
MW11,24C,M,32810,4,3.442135318,MW,690,-15.62,34.52
MW28,24C,M,32810,1,3.547959501,MW,690,-15.62,34.52
MW28,24C,M,32810,2,3.730794229,MW,690,-15.62,34.52
MW28,24C,M,32810,3,3.923192678,MW,690,-15.62,34.52
MW28,24C,M,32810,4,3.988743531,MW,690,-15.62,34.52
MW28,24C,M,32810,5,3.939625059,MW,690,-15.62,34.52
MW38,24C,M,32710,1,3.998373352,MW,690,-15.62,34.52
MW38,24C,M,32710,2,3.809062631,MW,690,-15.62,34.52
MW38,24C,M,32710,3,3.806019904,MW,690,-15.62,34.52
MW38,24C,M,32710,4,3.826252151,MW,690,-15.62,34.52
MW38,24C,M,32710,5,3.900115412,MW,690,-15.62,34.52
MW56,24C,M,32710,1,3.992254521,MW,690,-15.62,34.52
MW56,24C,M,32710,2,4.178298193,MW,690,-15.62,34.52
MW56,24C,M,32710,3,4.279049985,MW,690,-15.62,34.52
MW56,24C,M,32710,4,4.152565909,MW,690,-15.62,34.52
MW63,24C,M,32410,1,4.087083989,MW,690,-15.62,34.52
MW63,24C,M,32410,3,3.833445062,MW,690,-15.62,34.52
MW63,24C,M,32410,4,3.988340996,MW,690,-15.62,34.52
MW63,24C,M,32410,5,3.930349261,MW,690,-15.62,34.52
NG1,24C,F,42910,1,4.537806132,NG,295,11.85,13.16
NG1,24C,F,42910,2,4.031064457,NG,295,11.85,13.16
NG1,24C,F,42910,3,4.249931468,NG,295,11.85,13.16
NG1,24C,F,42910,4,4.177477618,NG,295,11.85,13.16
NG1,24C,F,42910,5,4.430314887,NG,295,11.85,13.16
NG2,24C,F,42910,1,4.630134813,NG,295,11.85,13.16
NG2,24C,F,42910,2,4.274406077,NG,295,11.85,13.16
NG2,24C,F,42910,3,4.440045024,NG,295,11.85,13.16
NG2,24C,F,42910,4,3.664104658,NG,295,11.85,13.16
NG2,24C,F,42910,5,4.01275319,NG,295,11.85,13.16
NG3,24C,F,42810,1,4.499673021,NG,295,11.85,13.16
NG3,24C,F,42810,2,4.445230768,NG,295,11.85,13.16
NG3,24C,F,42810,3,4.257090352,NG,295,11.85,13.16
NG3,24C,F,42810,4,3.88536651,NG,295,11.85,13.16
NG3,24C,F,42810,5,4.574075531,NG,295,11.85,13.16
NG4,24C,F,42910,1,3.867896236,NG,295,11.85,13.16
NG4,24C,F,42910,2,4.323149511,NG,295,11.85,13.16
NG4,24C,F,42910,3,4.132662917,NG,295,11.85,13.16
NG4,24C,F,42910,5,4.027140288,NG,295,11.85,13.16
NG5,24C,F,42910,1,4.491681618,NG,295,11.85,13.16
NG5,24C,F,42910,2,4.120575631,NG,295,11.85,13.16
NG5,24C,F,42910,3,4.395574441,NG,295,11.85,13.16
NG5,24C,F,42910,4,4.402046597,NG,295,11.85,13.16
NG5,24C,F,42910,5,4.454809481,NG,295,11.85,13.16
NG1,24C,M,32410,1,3.418442038,NG,295,11.85,13.16
NG1,24C,M,32410,4,3.428634884,NG,295,11.85,13.16
NG1,24C,M,32410,5,3.639524414,NG,295,11.85,13.16
NG2,24C,M,41910,1,3.278038196,NG,295,11.85,13.16
NG2,24C,M,41910,2,3.607999921,NG,295,11.85,13.16
NG2,24C,M,41910,3,3.666766052,NG,295,11.85,13.16
NG2,24C,M,41910,4,3.394997848,NG,295,11.85,13.16
NG2,24C,M,41910,5,3.597561157,NG,295,11.85,13.16
NG3,24C,M,32710,1,3.619695864,NG,295,11.85,13.16
NG3,24C,M,32710,2,3.871049585,NG,295,11.85,13.16
NG3,24C,M,32710,3,3.91379046,NG,295,11.85,13.16
NG3,24C,M,32710,4,3.817550125,NG,295,11.85,13.16
NG3,24C,M,32710,5,3.974931009,NG,295,11.85,13.16
NG4,24C,M,32710,1,3.85383802,NG,295,11.85,13.16
NG4,24C,M,32710,3,3.784824294,NG,295,11.85,13.16
NG4,24C,M,32710,4,3.915847511,NG,295,11.85,13.16
NG4,24C,M,32710,5,3.863367425,NG,295,11.85,13.16
NG5,24C,M,32710,1,3.904748818,NG,295,11.85,13.16
NG5,24C,M,32710,2,3.633833181,NG,295,11.85,13.16
NG5,24C,M,32710,3,3.554668828,NG,295,11.85,13.16
NG5,24C,M,32710,4,3.98129808,NG,295,11.85,13.16
NG5,24C,M,32710,5,3.855528966,NG,295,11.85,13.16
